locus_tag	ftype	length_bp	gene	EC_number	COG	product
ANC_02019	CDS	1149	galK	2.7.1.6		galactokinase
ANC_02020	CDS	1047	galT	2.7.7.12		galactose-1-phosphate uridylyltransferase
ANC_02021	CDS	1017	galE	5.1.3.2		UDP-glucose 4-epimerase monomer
ANC_02022	CDS	1473	modF			ModF
ANC_02023	CDS	789	modE			ModE-MoO42- DNA-binding transcriptional dual regulator
ANC_02024	CDS	150	acrZ			small membrane protein involved in the cell envelope stress response
ANC_02025	CDS	774	modA			molybdate ABC transporter - periplasmic binding protein
ANC_02026	CDS	690	modB			molybdate ABC transporter - membrane subunit
ANC_02027	CDS	1059	modC	3.6.3.29		molybdate ABC transporter - ATP binding subunit
ANC_02028	CDS	819	ybhA	3.1.3.74		pyridoxal phosphatase / fructose 1,6-bisphosphatase
ANC_02029	CDS	996	pgl	3.1.1.31		6-phosphogluconolactonase
ANC_02030	CDS	954	ybhD			putative DNA-binding transcriptional regulator
ANC_02031	CDS	1053				hypothetical protein
ANC_02032	CDS	1434	ybhI			YbhI DASS Transporter
ANC_02033	CDS	333	cusF			copper / silver efflux transport system - periplasmic binding protein
ANC_02034	CDS	1224	cusB			copper / silver efflux transport system - membrane fusion protein
ANC_02035	CDS	438				hypothetical protein
ANC_02036	CDS	132				hypothetical protein
ANC_02037	CDS	729	recO			protein interacts with RecR and possibly RecF proteins
ANC_02038	CDS	906	era_2			GTP-binding protein
ANC_02039	CDS	681	rnc	3.1.26.3		RNase III
ANC_02040	CDS	975	lepB			leader peptidase (signal peptidase I)
ANC_02041	CDS	1800	lepA			elongation factor 4
ANC_02042	CDS	480	rseC			SoxR and Sigma-E factor regulatory protein RseC
ANC_02043	CDS	957	rseB			anti-sigma factor
ANC_02044	CDS	651	rseA			anti-sigma factor
ANC_02045	CDS	576	rpoE			RNA polymerase, sigma 24 (sigma E) factor
ANC_02046	CDS	1623	nadB	1.4.3.16		L-aspartate oxidase
ANC_02047	CDS	738	yfiC	2.1.1.55		tRNA m6A37 methyltransferase
ANC_02048	CDS	1335	srmB			SrmB, DEAD-box RNA helicase
ANC_02049	CDS	882	yfiE			putative DNA-binding transcriptional regulator LYSR-type
ANC_02050	CDS	588	eamB			O-Acetylserine/Cysteine Efflux Permease
ANC_02051	CDS	384	grcA			stress-induced alternate pyruvate formate-lyase subunit
ANC_02052	CDS	690	ung			uracil-DNA glycosylase
ANC_02053	CDS	1038	yfiF			putative methyltransferase
ANC_02054	CDS	420	trxC	1.8.1.8	COG0526	Thioredoxin 2
ANC_02055	CDS	699				hypothetical protein
ANC_02056	CDS	2661	pka			peptidyl-lysine acetyltransferase
ANC_02057	CDS	1356	pssA	2.7.8.8		phosphatidylserine synthase
ANC_02058	CDS	273	yfiM			putative protein
ANC_02059	CDS	1299	kgtP			alpha-ketoglutarate:H+ symporter
ANC_02060	rRNA	111				5S ribosomal RNA
ANC_02061	CDS	774	srlR_1			GutR DNA-binding transcriptional repressor
ANC_02062	CDS	360	gutM			GutM DNA-binding transcriptional activator
ANC_02063	CDS	780	srlD	1.1.1.140		sorbitol-6-phosphate dehydrogenase
ANC_02064	CDS	372	srlB			glucitol/sorbitol PTS permease - SrlB subunit
ANC_02065	CDS	960	srlE	2.7.1.69		glucitol/sorbitol PTS permease - SrlE subunit
ANC_02066	CDS	564	srlA			glucitol/sorbitol PTS permease - SrlA subunit
ANC_02067	CDS	1191	mltB	4.2.2		membrane-bound lytic murein transglycosylase B
ANC_02068	CDS	498	pncC			NMN aminohydrolase
ANC_02069	CDS	1062	recA			DNA strand exchange and recombination protein with protease and nuclease activity
ANC_02070	CDS	645	recX			Regulatory protein RecX
ANC_02071	CDS	2631	alaS	6.1.1.7		alanyl-tRNA synthetase
ANC_02072	CDS	186	csrA			carbon storage regulator; pleiotropic regulatory protein for carbon source metabolism
ANC_02073	tRNA	93				tRNA-Ser(gct)
ANC_02074	CDS	567	yqaB			fructose-1-phosphatase
ANC_02075	CDS	429				hypothetical protein
ANC_02076	CDS	1557	gshA	6.3.2.2		gamma-glutamate-cysteine ligase
ANC_02077	CDS	516	luxS	4.4.1.21		S-ribosylhomocysteine lyase
ANC_02078	CDS	1539	emrB			EmrAB-TolC multidrug efflux transport system - membrane subunit
ANC_02079	CDS	1173	emrA			EmrAB-TolC multidrug efflux transport system - membrane fusion protein
ANC_02080	CDS	531	mprA			MprA-CCCP
ANC_02081	CDS	336	ygaH			L-valine efflux transporter - YgaH subunit
ANC_02082	CDS	738	ygaZ			L-valine efflux transporter - YgaZ subunit
ANC_02083	CDS	1185				putative transporter
ANC_02084	CDS	993	proX			glycine betaine / proline ABC transporter - periplasmic binding protein
ANC_02085	CDS	1065	proW			glycine betaine / proline ABC transporter - membrane subunit
ANC_02086	CDS	1026	proV			glycine betaine / proline ABC transporter - ATP binding subunit
ANC_02087	CDS	912	cysM	2.5.1.47		cysteine synthase B
ANC_02088	CDS	1098	cysA	3.6.3.25		sulfate / thiosulfate ABC transporter - ATP binding subunit
ANC_02089	CDS	876	cysW			sulfate / thiosulfate ABC transporter - membrane subunit
ANC_02090	CDS	834	cysU			sulfate / thiosulfate ABC transporter - membrane subunit
ANC_02091	CDS	1017	cysP			sulfate / thiosulfate ABC transporter - periplasmic binding protein CysP
ANC_02092	CDS	792	ucpA			putative oxidoreductase
ANC_02093	CDS	858	murR_1			MurR-MurNAc-6-P
ANC_02094	CDS	897	murQ			N-acetylmuramic acid 6-phosphate etherase
ANC_02095	CDS	1425	murP	2.7.1.69		N-acetylmuramic acid PTS permease - MurP subunit
ANC_02096	CDS	900	yfeX			porphyrinogen peroxidase
ANC_02097	CDS	576	yfeY			putative outer membrane lipoprotein
ANC_02098	CDS	450	yfeZ			putative inner membrane protein
ANC_02099	CDS	426	ypeA			putative acyltransferase with acyl-CoA N-acyltransferase domain protein
ANC_02100	CDS	870	amiA	3.5.1.28		N-acetylmuramoyl-L-alanine amidase 1
ANC_02101	CDS	900	hemF	1.3.3.3		coproporphyrinogen III oxidase
ANC_02102	CDS	1053	eutR			putative ARAC-type regulatory protein
ANC_02103	CDS	501	eutK			putative structural protein, ethanolamine utilization microcompartment
ANC_02104	CDS	660	eutL			putative structural protein, ethanolamine utilization microcompartment
ANC_02105	CDS	888	eutC	4.3.1.7		ethanolamine ammonia-lyase, beta subunit
ANC_02106	CDS	1362	eutB	4.3.1.7		ethanolamine ammonia-lyase, alpha subunit
ANC_02107	CDS	1404	eutA			reactivating factor for ethanolamine ammonia-lyase EutBC
ANC_02108	CDS	1227	eutH			putative inner membrane protein
ANC_02109	CDS	1188	eutG			putative alcohol dehydrogenase in ethanolamine utilization
ANC_02110	CDS	837	eutJ			putative chaperonin, ethanolamine utilization protein
ANC_02111	CDS	366	yhaH			putative cytochrome
ANC_02112	CDS	987	yqjG			S-glutathionyl-(chloro)hydroquinone reductase
ANC_02113	CDS	393	yqjF			putative quinol oxidase subunit
ANC_02114	CDS	300				hypothetical protein
ANC_02115	CDS	405				hypothetical protein
ANC_02116	CDS	306	yqjD			inner membrane protein associated with the ribosome
ANC_02117	CDS	369				hypothetical protein
ANC_02118	CDS	384	mzrA			MzrA
ANC_02119	CDS	663				hypothetical protein
ANC_02120	CDS	777	exuR			ExuR DNA-binding transcriptional repressor
ANC_02121	CDS	1299	exuT_3			hexuronate transporter
ANC_02122	CDS	1413	uxaC	5.3.1.12		D-glucuronate isomerase / D-galacturonate isomerase
ANC_02123	CDS	1488	uxaA	4.2.1.7		D-altronate dehydratase
ANC_02124	CDS	552	ygjV			inner membrane protein
ANC_02125	CDS	1245	sstT			serine / threonine:Na+ symporter
ANC_02126	CDS	966	alx			putative membrane-bound redox modulator that is induced by high pH
ANC_02127	CDS	987	ygjR			putative NAD(P)-binding dehydrogenase
ANC_02128	CDS	693				hypothetical protein
ANC_02129	CDS	504	ygjP			putative metal-dependent hydrolase
ANC_02130	CDS	1137	rlmG	2.1.1.174		23S rRNA methyltransferase
ANC_02131	CDS	315	higB			translation-dependent mRNA interferase, toxin of the HigB-HigA toxin-antitoxin system
ANC_02132	CDS	417	higA			antitoxin of the HigB-HigA toxin-antitoxin system
ANC_02133	CDS	2019	fadH	1.3.1.34		2,4-dienoyl-CoA reductase
ANC_02134	CDS	2352	ygjK			glycoside hydrolase
ANC_02135	CDS	846	sseA	2.8.1.2		hydrogen sulfide synthesis [multifunctional]
ANC_02136	CDS	4962	yfhM			alpha-macroglobulin
ANC_02137	CDS	2274	pbpC			peptidoglycan glycosyltransferase
ANC_02138	CDS	432	ndk	2.7.4.6		nucleoside diphosphate kinase
ANC_02139	CDS	1155	rlmN	2.1.1.192		23S rRNA methyltransferase and tRNA m2A37 methyltransferase
ANC_02140	CDS	1014	rodZ			transmembrane component of cytoskeleton
ANC_02141	CDS	1119	ispG	1.17.7.1		1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase
ANC_02142	CDS	1275	hisS	6.1.1.21		histidyl-tRNA synthetase
ANC_02143	CDS	621				hypothetical protein
ANC_02144	CDS	1179	bamB			Outer Membrane Protein Assembly Complex - BamB subunit
ANC_02145	CDS	1473	der			50S ribosomal subunit stability factor
ANC_02146	CDS	216	yfgJ			putative protein
ANC_02147	CDS	1371	xseA	3.1.11.6		exonuclease VII, large subunit
ANC_02148	CDS	1467	guaB	1.1.1.205		IMP dehydrogenase
ANC_02149	CDS	1578	guaA	6.3.5.2		GMP synthetase
ANC_02150	CDS	540	yfgI			putative membrane protein
ANC_02151	CDS	516	yfgH			putative lipoprotein
ANC_02152	CDS	663				hypothetical protein
ANC_02153	CDS	459	mgsA	4.2.3.3		methylglyoxal synthase
ANC_02154	CDS	2055	helD			DNA helicase IV
ANC_02155	CDS	447				hypothetical protein
ANC_02156	CDS	2163	yccS			putative inner membrane protein
ANC_02157	CDS	630	sxy			transcriptional coactivator for CRP
ANC_02158	CDS	510	sulA			SOS cell division inhibitor
ANC_02159	CDS	1041	ompA			outer membrane protein 3a (II*;G;d)
ANC_02160	CDS	453	matP			macrodomain Ter protein
ANC_02161	CDS	1761	ycbZ			putative ATP-dependent protease
ANC_02162	CDS	627	fabA	4.2.1.60		3-hydroxydecanoyl-[acp] dehydrase
ANC_02163	CDS	168	rmf			ribosome modulation factor
ANC_02164	CDS	564				hypothetical protein
ANC_02165	CDS	1641	pqiB			paraquat-inducible protein B
ANC_02166	CDS	1254	pqiA			paraquat-inducible protein A
ANC_02167	CDS	1908	uup			ATP-binding protein with possible role in replication
ANC_02168	CDS	2109	rlmL	2.1.1.173		fused 23S rRNA methyltransferase and 23S rRNA m7G2069 methyltransferase
ANC_02169	CDS	1110	ycbX			protein involved in base analog detoxification
ANC_02170	CDS	543	zapC			cell division factor ZapC, localizes to the cytokinetic ring
ANC_02171	CDS	1011	pyrD	1.3.5.2		dihydroorotate dehydrogenase, type 2
ANC_02172	CDS	486	ycbF			putative periplasmic pilin chaperone
ANC_02173	CDS	444	yjaB			putative acetyltransferase
ANC_02174	CDS	930	metA	2.3.1.46		homoserine O-succinyltransferase
ANC_02175	CDS	1602	aceB	2.3.3.9		malate synthase A
ANC_02176	CDS	1305	aceA	4.1.3.1		isocitrate lyase monomer
ANC_02177	CDS	1737	aceK	2.7.11.5		isocitrate dehydrogenase phosphatase / isocitrate dehydrogenase kinase
ANC_02178	CDS	534	arpA_1			regulator of acetyl CoA synthetase
ANC_02179	CDS	912	arpA_2			regulator of acetyl CoA synthetase
ANC_02180	CDS	825	iclR			IclR transcriptional repressor
ANC_02181	CDS	3684	metH	2.1.1.13		cobalamin-dependent methionine synthase
ANC_02182	CDS	1632	yjbB			putative inorganic phosphate export protein
ANC_02183	CDS	690	pepE			peptidase E, a dipeptidase where amino-terminal residue is aspartate
ANC_02184	CDS	873	rluF			23S rRNA pseudouridine 2604 synthase
ANC_02185	CDS	273				hypothetical protein
ANC_02186	CDS	1350	lysC	2.7.2.4		aspartate kinase III
ANC_02187	CDS	1650	pgi	5.3.1.9		phosphoglucose isomerase
ANC_02188	CDS	243	yjbE			putative protein
ANC_02189	tRNA	77				tRNA-Asp(gtc)
ANC_02190	CDS	804	dkgB	1.1.1.274		4-nitrobenzaldehyde reductase [multifunctional]
ANC_02191	CDS	915	yafC			putative DNA-binding transcriptional regulator LYSR-type
ANC_02192	CDS	780				hypothetical protein
ANC_02193	CDS	624	yafE			putative S-adenosylmethionine-dependent methyltransferase
ANC_02194	CDS	1221	mltD	4.2.2		membrane-bound lytic murein transglycosylase D
ANC_02195	CDS	756	gloB	3.1.2.6		glyoxalase II
ANC_02196	CDS	723	yafS			putative S-adenosyl-L-methionine-dependent methyltransferase
ANC_02197	CDS	468	rnhA	3.1.26.4		RNase HI, degrades RNA of DNA-RNA hybrids, participates in DNA replication
ANC_02198	CDS	741	dnaQ	2.7.7.7		DNA polymerase III, epsilon subunit
ANC_02199	tRNA	77				tRNA-Asp(gtc)
ANC_02200	tRNA	76				tRNA-Trp(cca)
ANC_02201	CDS	840	hdfR			HdfR DNA-binding transcriptional dual regulator
ANC_02202	CDS	339				hypothetical protein
ANC_02203	CDS	1521	yifB			putative ATP-dependent protease
ANC_02204	CDS	90				hypothetical protein
ANC_02205	CDS	1647	ilvB_1	2.2.1.6		acetohydroxybutanoate synthase / acetolactate synthase
ANC_02206	CDS	264	ilvM	2.2.1.6		acetohydroxybutanoate synthase / acetolactate synthase
ANC_02207	CDS	930	ilvE	2.6.1.42		branched-chain amino-acid aminotransferase
ANC_02208	CDS	1851	ilvD	4.2.1.9		dihydroxy acid dehydratase
ANC_02209	CDS	1548	ilvA	4.3.1.19		threonine deaminase
ANC_02210	CDS	894	ilvY			IlvY DNA-binding transcriptional dual regulator
ANC_02211	CDS	1476	ilvC	1.1.1.86		acetohydroxy acid isomeroreductase
ANC_02212	CDS	282	ppiC	5.2.1.8		peptidyl-prolyl cis-trans isomerase C (rotamase C)
ANC_02213	CDS	219				hypothetical protein
ANC_02214	CDS	492				hypothetical protein
ANC_02215	CDS	327				hypothetical protein
ANC_02216	CDS	363	yibI			putative inner membrane protein
ANC_02217	CDS	1914	mtlA	2.7.1.69		mannitol PTS permease
ANC_02218	CDS	1149	mtlD	1.1.1.17		mannitol-1-phosphate 5-dehydrogenase
ANC_02219	CDS	588	mtlR			MtlR DNA-binding transcriptional repressor
ANC_02220	CDS	210	yibT			putative protein
ANC_02221	CDS	363				hypothetical protein
ANC_02222	CDS	684	sadB			Inner membrane lipoprotein SadB
ANC_02223	CDS	4617	ehaG		COG5295	Autotransporter adhesin EhaG
ANC_02224	CDS	1656	lldP			(R)-lactate / (S)-lactate / glycolate:H+ symporter LldP
ANC_02225	CDS	777	lldR			LldR transcriptional repressor
ANC_02226	CDS	1191	lldD	1.1.2.3		L-lactate dehydrogenase
ANC_02227	CDS	474	trmL			tRNA (cytidine/uridine-2'-O)-ribose methyltransferase
ANC_02228	CDS	822	cysE	2.3.1.30		serine acetyltransferase monomer
ANC_02229	CDS	1020	gpsA	1.1.1.94		glycerol-3-phosphate dehydrogenase
ANC_02230	CDS	468	secB			Sec Translocation Complex
ANC_02231	CDS	252	grxC		COG0695	Glutaredoxin 3
ANC_02232	CDS	432	yibN			putative rhodanese-related sulfurtransferase
ANC_02233	CDS	1260	yccE			putative protein
ANC_02234	CDS	1242	agp	3.1.3.10		3-phytase / glucose-1-phosphatase
ANC_02235	CDS	228	yccJ			putative protein
ANC_02236	CDS	597	wrbA			WrbA monomer
ANC_02237	CDS	174				hypothetical protein
ANC_02238	CDS	1329	rutG			putative xanthine/uracil transporter
ANC_02239	CDS	495	rutF_2			flavin reductase
ANC_02240	CDS	591	rutE	1.1.1.298		putative malonic semialdehyde reductase
ANC_02241	CDS	801	rutD			putative aminoacrylate hydrolase
ANC_02242	CDS	387	rutC			putative aminoacrylate peracid reductase
ANC_02243	CDS	696	rutB_2	3.5.1		peroxyureidoacrylate / ureidoacrylate amido hydrolase
ANC_02244	CDS	1092	rutA	1.14.14		pyrimidine oxygenase
ANC_02245	CDS	639	rutR			RutR DNA-binding transcriptional dual regulator
ANC_02246	CDS	3963	putA	1.5.99.8		fused PutA transcriptional repressor / proline dehydrogenase / 1-pyrroline-5-carboxylate dehydrogenase
ANC_02247	CDS	210				hypothetical protein
ANC_02248	CDS	1509	putP			proline:Na+ symporter
ANC_02249	CDS	831	efeU		COG0672	Ferrous iron permease EfeU
ANC_02250	CDS	1128				hypothetical protein
ANC_02251	CDS	1272	efeB			heme-containing peroxidase/deferrochelatase
ANC_02252	CDS	1053	yhiM			inner membrane protein with a role in acid resistance
ANC_02253	CDS	1203	yhiN			putative oxidoreductase with FAD/NAD(P)-binding domain protein
ANC_02254	CDS	1500	pitA			phosphate:H+ symporter PitA
ANC_02255	CDS	336	uspB			putative universal stress (ethanol tolerance) protein B
ANC_02256	CDS	435	uspA			universal stress global stress response regulator
ANC_02257	CDS	1470	dtpB			dipeptide / tripeptide:H+ symporter DtpB
ANC_02258	CDS	753	rsmJ			16S rRNA methyltransferase
ANC_02259	CDS	2043	prlC			oligopeptidase A
ANC_02260	CDS	843	rlmJ			23S rRNA methyltransferase
ANC_02261	CDS	1353	gor	1.8.1.7		glutathione reductase (NADPH)
ANC_02262	CDS	174				hypothetical protein
ANC_02263	CDS	354	arsR			ArsR-antimonite
ANC_02264	CDS	1290	arsB			arsenite:H+ antiporter
ANC_02265	CDS	426	arsC	1.20.4.1		arsenate reductase
ANC_02266	CDS	1224				hypothetical protein
ANC_02267	CDS	567	slp			starvation lipoprotein
ANC_02268	CDS	531	dctR			putative DNA-binding transcriptional regulator
ANC_02269	CDS	576	yhiD			putative Mg(2+) transport ATPase
ANC_02270	CDS	339	hdeB			acid stress chaperone
ANC_02271	CDS	333	hdeA			acid-resistance protein, possible chaperone
ANC_02272	CDS	1650	actP			acetate / glycolate transporter
ANC_02273	CDS	315				hypothetical protein
ANC_02274	CDS	1959	acs	6.2.1.1		acetyl-CoA synthetase (AMP-forming)
ANC_02275	CDS	1437	nrfA	1.7.2.2		formate dependent nitrite reductase - NrfA subunit
ANC_02276	CDS	567	nrfB			formate-dependent nitrite reductase - penta-heme cytochrome c
ANC_02277	CDS	672	nrfC			formate-dependent nitrite reductase, 4Fe-4S subunit
ANC_02278	CDS	957	nrfD			formate dependent nitrate reductase - NrfD subunit
ANC_02279	CDS	1623	nrfE			formate-dependent nitrite reductase; possible assembly function
ANC_02280	CDS	384	nrfF			activator of formate-dependent nitrite reductase complex
ANC_02281	CDS	597	nrfG			NrfG
ANC_02282	CDS	1314	gltP			glutamate / aspartate : H+ symporter GltP
ANC_02283	CDS	690				hypothetical protein
ANC_02284	CDS	1680	fdhF_1	1.2.1.2		formate dehydrogenase H
ANC_02285	CDS	420	fdhF_2	1.2.1.2		formate dehydrogenase H
ANC_02286	CDS	1467	sdsP			SdsRQP multidrug efflux transport system - predicted outer membrane factor
ANC_02287	CDS	2052	sdsQ			SdsRQP multidrug efflux transport system - uncharacterised component
ANC_02288	CDS	1032	sdsR			SdsRQP multidrug efflux transport system - predicted membrane fusion protein
ANC_02289	CDS	276	ytcA			hypothetical protein
ANC_02290	CDS	561	nudE			ADP-sugar pyrophosphorylase
ANC_02291	CDS	2553	mrcA			peptidoglycan synthetase; penicillin-binding protein 1A
ANC_02292	CDS	780	hofM			protein involved in utilization of DNA as a carbon source
ANC_02293	CDS	540	hofN			protein involved in utilization of DNA as a carbon source
ANC_02294	CDS	441	hofO			protein involved in utilization of DNA as a carbon source
ANC_02295	CDS	405	hofP			protein involved in utilization of DNA as a carbon source
ANC_02296	CDS	1209	hofQ			protein involved in utilization of DNA as a carbon source
ANC_02297	CDS	522	aroK	2.7.1.71		shikimate kinase I
ANC_02298	CDS	1089	aroB	4.2.3.4		3-dehydroquinate synthase
ANC_02299	CDS	1287	damX			cell division protein DamX
ANC_02300	CDS	837	dam_2	2.1.1.72		DNA adenine methyltransferase
ANC_02301	CDS	678	rpe	5.1.3.1		ribulose-5-phosphate 3-epimerase
ANC_02302	CDS	759	gph	3.1.3.18		phosphoglycolate phosphatase
ANC_02303	CDS	1005	trpS	6.1.1.2		tryptophanyl-tRNA synthetase
ANC_02304	CDS	906				hypothetical protein
ANC_02305	CDS	363				hypothetical protein
ANC_02306	CDS	1164	yhfX			putative amino acid racemase
ANC_02307	CDS	1227	yhfW			putative mutase
ANC_02308	CDS	879	php			putative hydrolase
ANC_02309	CDS	354	yhfU			putative protein
ANC_02310	CDS	1305	yhfT			putative inner membrane protein
ANC_02311	CDS	495				hypothetical protein
ANC_02312	CDS	153	hokA			small toxic membrane polypeptide
ANC_02313	CDS	213	cspA			CspA DNA-binding transcriptional activator
ANC_02314	CDS	291	yiaG			putative transcriptional regulator
ANC_02315	CDS	711				hypothetical protein
ANC_02316	CDS	975	ghrB	1.1.1.79		glyoxylate reductase / glyoxylate reductase B / 2-ketoaldonate reductase
ANC_02317	CDS	660	yiaD			putative outer membrane lipoprotein
ANC_02318	CDS	2334	bisC			biotin sulfoxide reductase
ANC_02319	CDS	441	yiaC			putative acyltransferase with acyl-CoA N-acyltransferase domain protein
ANC_02320	CDS	564	tag	3.2.2.20		3-methyl-adenine DNA glycosylase I, constitutive
ANC_02321	CDS	699	yhjY			putative lipase
ANC_02322	CDS	1209	yhjX			YhjX MFS transporter
ANC_02323	CDS	1692	eptB			phosphoethanolamine transferase
ANC_02324	tRNA	77				tRNA-Pro(cgg)
ANC_02325	CDS	1608	dppA			dipeptide ABC transporter - periplasmic binding protein
ANC_02326	CDS	1020	dppB			dipeptide ABC transporter - putative membrane subunit
ANC_02327	CDS	903	dppC			dipeptide ABC transporter - putative membrane subunit
ANC_02328	CDS	984	dppD			dipeptide ABC transporter - putative ATP binding subunit
ANC_02329	CDS	1005	dppF			dipeptide ABC transporter - putative ABC binding subunit
ANC_02330	CDS	1272	yhjV			YhjV STP transporter
ANC_02331	CDS	129				hypothetical protein
ANC_02332	CDS	453	tabA			toxin-antitoxin biofilm protein
ANC_02333	CDS	594	bdcR			putative transcriptional regulator
ANC_02334	CDS	714	bdcA			c-di-GMP binding protein involved in biofilm dispersal
ANC_02335	CDS	396	yjgH			putative mRNA endoribonuclease
ANC_02336	CDS	936	pyrB	2.1.3.2		aspartate carbamoyltransferase, PyrB subunit
ANC_02337	CDS	462	pyrI			aspartate carbamoyltransferase, PyrI subunit
ANC_02338	CDS	387	ridA			putative enamine/imine deaminase
ANC_02339	CDS	2697	mgtA	3.6.3.2		Mg2+ / Ni2+ transporting ATPase
ANC_02340	CDS	948	treR			TreR transcriptional repressor
ANC_02341	CDS	1422	treB	2.7.1.69		trehalose PTS permease - TreB subunit
ANC_02342	CDS	1656	treC	3.2.1.93		trehalose-6-phosphate hydrolase
ANC_02343	CDS	2139	nrdD			ribonucleoside-triphosphate reductase
ANC_02344	CDS	465	nrdG			anaerobic nucleoside-triphosphate reductase activating system
ANC_02345	CDS	387	cybC		COG3783	Soluble cytochrome b562
ANC_02346	CDS	1353	pmbA			protease involved in Microcin B17 maturation and in sensitivity to the DNA gyrase inhibitor LetD
ANC_02347	CDS	537				hypothetical protein
ANC_02348	CDS	768	yhjH	3.1.4.52		c-di-GMP phosphodiesterase
ANC_02349	CDS	930	kdgK	2.7.1.45		2-keto-3-deoxygluconokinase
ANC_02350	CDS	1497	yhjJ			putative zinc-dependent peptidase
ANC_02351	CDS	1287	dctA			C4 dicarboxylate / orotate:H+ symporter
ANC_02352	CDS	1950	yhjK			putative diguanylate cyclase
ANC_02353	CDS	3474	bcsC			oxidase involved in cellulose synthesis
ANC_02354	CDS	1107	bcsZ	3.2.1.4		endo-1,4-D-glucanase
ANC_02355	CDS	2304	bcsB			cellulose biosynthesis protein
ANC_02356	CDS	2619	bcsA	2.4.1.12		cellulose synthase, catalytic subunit
ANC_02357	CDS	570	bcsQ			putative cellulose biosynthesis protein
ANC_02358	CDS	1098	mltA	4.2.2		membrane-bound lytic murein transglycosylase A
ANC_02359	CDS	807	csdL			CSD sulfur transfer protein
ANC_02360	CDS	444	csdE			CSD sulfur transfer protein
ANC_02361	CDS	1206	csdA			cysteine sulfinate desulfinase
ANC_02362	CDS	228	ygdI			putative lipoprotein
ANC_02363	CDS	918	gcvA			GcvA DNA-binding transcriptional dual regulator
ANC_02364	CDS	396				hypothetical protein
ANC_02365	CDS	1101	rlmM			23S rRNA 2'-O-ribose methyltransferase
ANC_02366	CDS	732	fucR			FucR transcriptional activator
ANC_02367	CDS	423	fucU	5.1.3		L-fucose mutarotase
ANC_02368	CDS	1419	fucK	2.7.1.51		L-fuculokinase
ANC_02369	CDS	1776	fucI	5.3.1.25		L-fucose isomerase
ANC_02370	CDS	1248	rbsA_1	3.6.3.17		ribose ABC transporter - putative ATP binding subunit
ANC_02371	CDS	141	rbsA_2	3.6.3.17		ribose ABC transporter - putative ATP binding subunit
ANC_02372	CDS	984	rbsC			ribose ABC transporter - membrane subunit
ANC_02373	CDS	951	rbsB			ribose ABC transporter - putative periplasmic binding protein
ANC_02374	CDS	1581	araB_2	2.7.1.16		L-ribulokinase monomer
ANC_02375	CDS	999	cra_1			Cra DNA-binding transcriptional dual regulator
ANC_02376	CDS	462	fucA_1	4.1.2.17		L-fuculose-phosphate aldolase
ANC_02377	CDS	870	betT_1			choline:H+ symporter
ANC_02378	CDS	1089	yahA			phosphodiesterase, c-di-GMP-specific
ANC_02379	CDS	933	yahB			putative DNA-binding transcriptional regulator LYSR-type
ANC_02380	CDS	498	yahC			putative inner membrane protein
ANC_02381	CDS	606	yahD			putative transcriptional regulator with ankyrin domain protein
ANC_02382	CDS	864	yahE			putative protein
ANC_02383	CDS	1548	yahF_2			putative acyl-CoA synthetase with NAD(P)-binding domain and succinyl-CoA synthetase domain protein
ANC_02384	CDS	1419				hypothetical protein
ANC_02385	CDS	951	yahI			putative carbamate kinase-like protein
ANC_02386	CDS	1383	yahJ			putative deaminase with metallo-dependent hydrolase domain protein
ANC_02387	CDS	1050	yahK			putative oxidoreductase, Zn-dependent and NAD(P)-binding
ANC_02388	CDS	816	yahL			putative protein
ANC_02389	tRNA	81				tRNA-Ser(gga)
ANC_02390	CDS	633	yahN			putative neutral amino acid efflux system
ANC_02391	CDS	276	yahO			putative protein
ANC_02392	CDS	1587	prpR			PrpR DNA-binding transcriptional dual regulator
ANC_02393	CDS	891	prpB	4.1.3.30		2-methylisocitrate lyase
ANC_02394	CDS	1047	aroH	2.5.1.54		2-dehydro-3-deoxyphosphoheptonate aldolase
ANC_02395	CDS	834	ppsR			PEP synthetase regulatory protein
ANC_02396	CDS	2379	ppsA	2.7.9.2		phosphoenolpyruvate synthetase
ANC_02397	CDS	1647	fadK			short chain acyl-CoA synthetase monomer
ANC_02398	CDS	294	ydiT			putative ferredoxin
ANC_02399	CDS	1290	ydiS			putative flavoprotein
ANC_02400	CDS	939	ydiR			putative subunit of YdiQ-YdiR flavoprotein
ANC_02401	CDS	765	ydiQ			putative subunit of YdiQ-YdiR flavoprotein
ANC_02402	CDS	177				hypothetical protein
ANC_02403	CDS	912	ydiP			putative DNA-binding transcriptional regulator
ANC_02404	CDS	1152	ydiO			putative acyl-CoA dehydrogenase
ANC_02405	CDS	1596	ydiF_1	2.8.3.8		fused predicted acetyl-CoA:acetoacetyl-CoA transferase: alpha subunit/beta subunit
ANC_02406	CDS	759	aroD	4.2.1.10		3-dehydroquinate dehydratase
ANC_02407	CDS	867	ydiB	1.1.1.282		shikimate dehydrogenase / quinate dehydrogenase
ANC_02408	CDS	1266	ydiN			putative inner membrane protein YdiN
ANC_02409	CDS	855	ydiM_1			putative transporter
ANC_02410	CDS	300	ydiM_2			putative transporter
ANC_02411	CDS	357				hypothetical protein
ANC_02412	CDS	1518	ftsK			essential cell division protein FtsK
