# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ANC_00788	GENE_ANC_00788	TRANSCRIPT_ANC_00788	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
ANC_00789	GENE_ANC_00789	TRANSCRIPT_ANC_00789	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
ANC_00790	GENE_ANC_00790	TRANSCRIPT_ANC_00790	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
ANC_00791	GENE_ANC_00791	TRANSCRIPT_ANC_00791	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
ANC_00810	GENE_ANC_00810	TRANSCRIPT_ANC_00810	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00811	GENE_ANC_00811	TRANSCRIPT_ANC_00811	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00812	GENE_ANC_00812	TRANSCRIPT_ANC_00812	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00813	GENE_ANC_00813	TRANSCRIPT_ANC_00813	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00814	GENE_ANC_00814	TRANSCRIPT_ANC_00814	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00815	GENE_ANC_00815	TRANSCRIPT_ANC_00815	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00816	GENE_ANC_00816	TRANSCRIPT_ANC_00816	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00817	GENE_ANC_00817	TRANSCRIPT_ANC_00817	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00818	GENE_ANC_00818	TRANSCRIPT_ANC_00818	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00819	GENE_ANC_00819	TRANSCRIPT_ANC_00819	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00856	GENE_ANC_00856	TRANSCRIPT_ANC_00856	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00857	GENE_ANC_00857	TRANSCRIPT_ANC_00857	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00858	GENE_ANC_00858	TRANSCRIPT_ANC_00858	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00859	GENE_ANC_00859	TRANSCRIPT_ANC_00859	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ANC_00860	GENE_ANC_00860	TRANSCRIPT_ANC_00860	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00861	GENE_ANC_00861	TRANSCRIPT_ANC_00861	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00862	GENE_ANC_00862	TRANSCRIPT_ANC_00862	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00863	GENE_ANC_00863	TRANSCRIPT_ANC_00863	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00864	GENE_ANC_00864	TRANSCRIPT_ANC_00864	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00865	GENE_ANC_00865	TRANSCRIPT_ANC_00865	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANC_00866	GENE_ANC_00866	TRANSCRIPT_ANC_00866	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANC_00867	GENE_ANC_00867	TRANSCRIPT_ANC_00867	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ANC_00868	GENE_ANC_00868	TRANSCRIPT_ANC_00868	protein_coding	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ANC_00869	GENE_ANC_00869	TRANSCRIPT_ANC_00869	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ANC_00870	GENE_ANC_00870	TRANSCRIPT_ANC_00870	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ANC_00871	GENE_ANC_00871	TRANSCRIPT_ANC_00871	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ANC_00872	GENE_ANC_00872	TRANSCRIPT_ANC_00872	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANC_00873	GENE_ANC_00873	TRANSCRIPT_ANC_00873	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ANC_00876	GENE_ANC_00876	TRANSCRIPT_ANC_00876	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00877	GENE_ANC_00877	TRANSCRIPT_ANC_00877	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00878	GENE_ANC_00878	TRANSCRIPT_ANC_00878	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00879	GENE_ANC_00879	TRANSCRIPT_ANC_00879	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00880	GENE_ANC_00880	TRANSCRIPT_ANC_00880	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00881	GENE_ANC_00881	TRANSCRIPT_ANC_00881	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00882	GENE_ANC_00882	TRANSCRIPT_ANC_00882	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00883	null.7	ANC_00883	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ANC_00884	GENE_ANC_00884	TRANSCRIPT_ANC_00884	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00885	GENE_ANC_00885	TRANSCRIPT_ANC_00885	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00886	GENE_ANC_00886	TRANSCRIPT_ANC_00886	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00887	GENE_ANC_00887	TRANSCRIPT_ANC_00887	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	1
ANC_00888	GENE_ANC_00888	TRANSCRIPT_ANC_00888	protein_coding	0	0	0	10	0	0	0	9	0	0	0	0	0	0	0	0	1
ANC_00889	GENE_ANC_00889	TRANSCRIPT_ANC_00889	protein_coding	0	0	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0
ANC_00890	GENE_ANC_00890	TRANSCRIPT_ANC_00890	protein_coding	0	0	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0
ANC_00891	GENE_ANC_00891	TRANSCRIPT_ANC_00891	protein_coding	0	0	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0
ANC_00892	GENE_ANC_00892	TRANSCRIPT_ANC_00892	protein_coding	0	0	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0
ANC_00899	GENE_ANC_00899	TRANSCRIPT_ANC_00899	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0
ANC_00900	GENE_ANC_00900	TRANSCRIPT_ANC_00900	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0
ANC_00901	GENE_ANC_00901	TRANSCRIPT_ANC_00901	protein_coding	0	0	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0
ANC_00902	GENE_ANC_00902	TRANSCRIPT_ANC_00902	protein_coding	0	0	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0
ANC_00903	GENE_ANC_00903	TRANSCRIPT_ANC_00903	protein_coding	0	0	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0
ANC_00904	GENE_ANC_00904	TRANSCRIPT_ANC_00904	protein_coding	0	0	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0
ANC_00905	GENE_ANC_00905	TRANSCRIPT_ANC_00905	protein_coding	0	0	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0
ANC_00906	GENE_ANC_00906	TRANSCRIPT_ANC_00906	protein_coding	0	8	1	0	0	0	0	0	0	1	0	0	0	0	0	8	0
ANC_00907	GENE_ANC_00907	TRANSCRIPT_ANC_00907	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	9
ANC_00908	GENE_ANC_00908	TRANSCRIPT_ANC_00908	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	9
ANC_00909	GENE_ANC_00909	TRANSCRIPT_ANC_00909	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	9
ANC_00910	GENE_ANC_00910	TRANSCRIPT_ANC_00910	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	9
ANC_00911	GENE_ANC_00911	TRANSCRIPT_ANC_00911	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	9
ANC_00912	GENE_ANC_00912	TRANSCRIPT_ANC_00912	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	9
ANC_00913	GENE_ANC_00913	TRANSCRIPT_ANC_00913	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
ANC_00928	GENE_ANC_00928	TRANSCRIPT_ANC_00928	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ANC_00929	GENE_ANC_00929	TRANSCRIPT_ANC_00929	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANC_00930	GENE_ANC_00930	TRANSCRIPT_ANC_00930	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
ANC_00931	GENE_ANC_00931	TRANSCRIPT_ANC_00931	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
ANC_00932	GENE_ANC_00932	TRANSCRIPT_ANC_00932	protein_coding	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	1
ANC_00933	GENE_ANC_00933	TRANSCRIPT_ANC_00933	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1
ANC_00934	GENE_ANC_00934	TRANSCRIPT_ANC_00934	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
ANC_00935	GENE_ANC_00935	TRANSCRIPT_ANC_00935	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
ANC_00936	GENE_ANC_00936	TRANSCRIPT_ANC_00936	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
ANC_00937	GENE_ANC_00937	TRANSCRIPT_ANC_00937	protein_coding	4	0	0	2	0	0	0	2	4	0	0	0	0	0	0	0	0
ANC_00938	GENE_ANC_00938	TRANSCRIPT_ANC_00938	protein_coding	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	4
ANC_00939	GENE_ANC_00939	TRANSCRIPT_ANC_00939	protein_coding	0	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	2
ANC_00940	GENE_ANC_00940	TRANSCRIPT_ANC_00940	protein_coding	0	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	2
ANC_00941	GENE_ANC_00941	TRANSCRIPT_ANC_00941	protein_coding	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	4
ANC_00942	GENE_ANC_00942	TRANSCRIPT_ANC_00942	protein_coding	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	4
ANC_00943	GENE_ANC_00943	TRANSCRIPT_ANC_00943	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6
ANC_00944	GENE_ANC_00944	TRANSCRIPT_ANC_00944	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANC_00963	GENE_ANC_00963	TRANSCRIPT_ANC_00963	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00964	GENE_ANC_00964	TRANSCRIPT_ANC_00964	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00965	GENE_ANC_00965	TRANSCRIPT_ANC_00965	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00966	GENE_ANC_00966	TRANSCRIPT_ANC_00966	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00967	GENE_ANC_00967	TRANSCRIPT_ANC_00967	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00968	GENE_ANC_00968	TRANSCRIPT_ANC_00968	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00969	GENE_ANC_00969	TRANSCRIPT_ANC_00969	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00970	GENE_ANC_00970	TRANSCRIPT_ANC_00970	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00971	GENE_ANC_00971	TRANSCRIPT_ANC_00971	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00972	GENE_ANC_00972	TRANSCRIPT_ANC_00972	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00973	GENE_ANC_00973	TRANSCRIPT_ANC_00973	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00974	GENE_ANC_00974	TRANSCRIPT_ANC_00974	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00975	GENE_ANC_00975	TRANSCRIPT_ANC_00975	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00993	GENE_ANC_00993	TRANSCRIPT_ANC_00993	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	8
ANC_00994	GENE_ANC_00994	TRANSCRIPT_ANC_00994	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	8
ANC_00995	GENE_ANC_00995	TRANSCRIPT_ANC_00995	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	8
ANC_00996	GENE_ANC_00996	TRANSCRIPT_ANC_00996	protein_coding	0	0	1	7	0	0	0	7	0	1	0	0	0	0	0	0	0
ANC_00997	GENE_ANC_00997	TRANSCRIPT_ANC_00997	protein_coding	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0	0
ANC_00998	GENE_ANC_00998	TRANSCRIPT_ANC_00998	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	8
ANC_00999	GENE_ANC_00999	TRANSCRIPT_ANC_00999	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	8
ANC_01000	GENE_ANC_01000	TRANSCRIPT_ANC_01000	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01001	GENE_ANC_01001	TRANSCRIPT_ANC_01001	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01003	GENE_ANC_01003	TRANSCRIPT_ANC_01003	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01004	GENE_ANC_01004	TRANSCRIPT_ANC_01004	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01005	GENE_ANC_01005	TRANSCRIPT_ANC_01005	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01006	GENE_ANC_01006	TRANSCRIPT_ANC_01006	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01007	GENE_ANC_01007	TRANSCRIPT_ANC_01007	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ANC_01008	GENE_ANC_01008	TRANSCRIPT_ANC_01008	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01009	GENE_ANC_01009	TRANSCRIPT_ANC_01009	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01020	GENE_ANC_01020	TRANSCRIPT_ANC_01020	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01021	GENE_ANC_01021	TRANSCRIPT_ANC_01021	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01022	GENE_ANC_01022	TRANSCRIPT_ANC_01022	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01023	GENE_ANC_01023	TRANSCRIPT_ANC_01023	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01024	GENE_ANC_01024	TRANSCRIPT_ANC_01024	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01025	GENE_ANC_01025	TRANSCRIPT_ANC_01025	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01026	GENE_ANC_01026	TRANSCRIPT_ANC_01026	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01027	GENE_ANC_01027	TRANSCRIPT_ANC_01027	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01028	GENE_ANC_01028	TRANSCRIPT_ANC_01028	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01029	GENE_ANC_01029	TRANSCRIPT_ANC_01029	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01030	GENE_ANC_01030	TRANSCRIPT_ANC_01030	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01046	GENE_ANC_01046	TRANSCRIPT_ANC_01046	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ANC_01047	GENE_ANC_01047	TRANSCRIPT_ANC_01047	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANC_01048	GENE_ANC_01048	TRANSCRIPT_ANC_01048	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANC_01049	GENE_ANC_01049	TRANSCRIPT_ANC_01049	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ANC_01086	GENE_ANC_01086	TRANSCRIPT_ANC_01086	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01087	GENE_ANC_01087	TRANSCRIPT_ANC_01087	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01088	GENE_ANC_01088	TRANSCRIPT_ANC_01088	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01089	GENE_ANC_01089	TRANSCRIPT_ANC_01089	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01090	GENE_ANC_01090	TRANSCRIPT_ANC_01090	protein_coding	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0
ANC_01091	GENE_ANC_01091	TRANSCRIPT_ANC_01091	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ANC_01092	GENE_ANC_01092	TRANSCRIPT_ANC_01092	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANC_01093	GENE_ANC_01093	TRANSCRIPT_ANC_01093	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01094	GENE_ANC_01094	TRANSCRIPT_ANC_01094	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01095	GENE_ANC_01095	TRANSCRIPT_ANC_01095	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01096	GENE_ANC_01096	TRANSCRIPT_ANC_01096	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01097	GENE_ANC_01097	TRANSCRIPT_ANC_01097	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01105	GENE_ANC_01105	TRANSCRIPT_ANC_01105	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01106	GENE_ANC_01106	TRANSCRIPT_ANC_01106	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01107	GENE_ANC_01107	TRANSCRIPT_ANC_01107	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01108	GENE_ANC_01108	TRANSCRIPT_ANC_01108	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01109	GENE_ANC_01109	TRANSCRIPT_ANC_01109	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01110	GENE_ANC_01110	TRANSCRIPT_ANC_01110	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01111	GENE_ANC_01111	TRANSCRIPT_ANC_01111	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ANC_01112	GENE_ANC_01112	TRANSCRIPT_ANC_01112	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01113	GENE_ANC_01113	TRANSCRIPT_ANC_01113	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01114	GENE_ANC_01114	TRANSCRIPT_ANC_01114	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01115	GENE_ANC_01115	TRANSCRIPT_ANC_01115	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01116	GENE_ANC_01116	TRANSCRIPT_ANC_01116	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01117	GENE_ANC_01117	TRANSCRIPT_ANC_01117	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01131	GENE_ANC_01131	TRANSCRIPT_ANC_01131	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01132	GENE_ANC_01132	TRANSCRIPT_ANC_01132	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01133	GENE_ANC_01133	TRANSCRIPT_ANC_01133	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01134	GENE_ANC_01134	TRANSCRIPT_ANC_01134	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01135	GENE_ANC_01135	TRANSCRIPT_ANC_01135	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01136	GENE_ANC_01136	TRANSCRIPT_ANC_01136	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01137	GENE_ANC_01137	TRANSCRIPT_ANC_01137	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01138	GENE_ANC_01138	TRANSCRIPT_ANC_01138	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01139	GENE_ANC_01139	TRANSCRIPT_ANC_01139	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01140	GENE_ANC_01140	TRANSCRIPT_ANC_01140	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01141	GENE_ANC_01141	TRANSCRIPT_ANC_01141	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01163	GENE_ANC_01163	TRANSCRIPT_ANC_01163	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01164	GENE_ANC_01164	TRANSCRIPT_ANC_01164	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01165	GENE_ANC_01165	TRANSCRIPT_ANC_01165	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01166	GENE_ANC_01166	TRANSCRIPT_ANC_01166	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01167	GENE_ANC_01167	TRANSCRIPT_ANC_01167	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01168	GENE_ANC_01168	TRANSCRIPT_ANC_01168	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01208	GENE_ANC_01208	TRANSCRIPT_ANC_01208	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANC_01209	GENE_ANC_01209	TRANSCRIPT_ANC_01209	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ANC_01210	GENE_ANC_01210	TRANSCRIPT_ANC_01210	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ANC_01211	GENE_ANC_01211	TRANSCRIPT_ANC_01211	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ANC_01212	GENE_ANC_01212	TRANSCRIPT_ANC_01212	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ANC_01213	GENE_ANC_01213	TRANSCRIPT_ANC_01213	protein_coding	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ANC_01214	GENE_ANC_01214	TRANSCRIPT_ANC_01214	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANC_01215	GENE_ANC_01215	TRANSCRIPT_ANC_01215	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ANC_01216	GENE_ANC_01216	TRANSCRIPT_ANC_01216	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ANC_01217	GENE_ANC_01217	TRANSCRIPT_ANC_01217	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ANC_01218	GENE_ANC_01218	TRANSCRIPT_ANC_01218	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ANC_01219	GENE_ANC_01219	TRANSCRIPT_ANC_01219	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANC_01220	GENE_ANC_01220	TRANSCRIPT_ANC_01220	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANC_01262	GENE_ANC_01262	TRANSCRIPT_ANC_01262	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_01263	GENE_ANC_01263	TRANSCRIPT_ANC_01263	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_01264	GENE_ANC_01264	TRANSCRIPT_ANC_01264	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
